Taxon	fiveuL1201	fiveuL1202	fiveuL120a1.2	fiveuL120a1	fiveuL120a2.2	fiveuL120a2	fiveuL120e1	fiveuL1251	fiveuL1252	fiveuL125a1.2	fiveuL125a1	fiveuL125c1	fiveuL131a1	fiveuL1401	fiveuL1402.2	fiveuL1402	fiveuL1403	fiveuL1404.2	fiveuL1404	fiveuL2181	fiveuL2191	fiveuL2192	fiveuL2201	fiveuL2202	fiveuL2421	fiveuL2422	fiveuL2431	fiveuL2451	fiveuL2461	fiveuL3031	fiveuL3041	fiveuL304a1	fiveuL304b1	fiveuL3081	fiveuL3082	fiveuL308a1	fiveuL3181	fiveuL3182	fiveuL3301.2	fiveuL3301	fiveuL330a1	fiveuL3441	fiveuL3461	fiveuL3462	fiveuLb401	fiveuLcontroL1	fiveuLcontroL2	fiveuLh2411	fiveuLH2412.2	fiveuLh2412	fiveuLs2101.2	fiveuLs2101	fiveuLs2301	fiveuLs2401	oneuL1201	oneuL1202	oneuL120a1.2	oneuL120a1	oneuL120a2.2	oneuL120a2	oneuL120e1	oneuL1251	oneuL1252	oneuL125a1.2	oneuL125a1	oneuL125c1	oneuL131a1	oneuL1401	oneuL1402.2	oneuL1402	oneuL1403	oneuL1404.2	oneuL1404	oneuL2181	oneuL2191	oneuL2192	oneuL2201	oneuL2202	oneuL2421	oneuL2422	oneuL2431	oneuL2451	oneuL2461	oneuL3031	oneuL3041	oneuL304a1	oneuL304b1	oneuL3081	oneuL3082	oneuL308a1	oneuL3181	oneuL3182	oneuL3301.2	oneuL3301	oneuL330a1	oneuL3441	oneuL3461	oneuL3462	oneuLb401	oneuLcontroL1	oneuLcontroL2	oneuLh2411	oneuLH2412.2	oneuLh2412	oneuLs2101.2	oneuLs2101	oneuLs2301	oneuLs2401
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.00163840170879	0.0	0.000176765340727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011024466324	0.0	0.000208540218471	0.0	0.0	0.0	0.0	5.96612321598e-05	0.0	0.0	0.0	0.0	0.00147870061756	0.0	0.0	0.0	0.000314749050582	0.0	0.0	2.89605892809e-05	0.0	0.000168718730544	0.0	0.000151195700858	0.0	0.0	0.0	0.0	0.0	0.0	0.000477415445557	0.0	0.0	0.0	0.00110685507116	0.0	0.00112281502202	0.0	0.0	0.000164217079434	0.001245155259	0.000477501931077	0.000243033861127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000116025929585	0.0	0.0031824415104	0.00038223180296	0.000710910686572	0.000264167712785	0.000771819915629	0.0	0.0	0.0034572463107	0.000341736300927	0.00139454989242	0.0	0.0	0.000213572896582	0.0012836899852	0.0101348294272	0.00199258971367	0.00129885163495	0.0	0.000403269636601	0.0	9.86862226906e-05	0.0	0.0	0.0	0.000304048184398	0.000167957808998	0.0	0.000547814435976	0.000659918459218	9.90334920659e-05	0.000314467953915	7.9584221708e-05	0.000869128453852	0.000567743889011	0.00027877918465	0.0
k__Bacteria;p__Actinobacteria;c__MB-A2-108	0.0	0.0	0.0	0.000244364039194	5.071397121e-05	0.0	6.82667378663e-05	0.0	7.0706136291e-05	0.0	0.0	0.0	0.0	0.0	9.61040144427e-05	0.000258122905277	0.0	0.0	0.0	0.0	0.00011024466324	0.0	0.0	0.0	0.0	0.0	0.0	8.94918482396e-05	0.0	0.0	0.0	0.0	0.000170619302026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.08125603891e-05	5.62395768481e-05	0.000129508227658	8.63975433476e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00119353861389	0.0	0.0	0.0	0.000645665458179	0.0	0.0	0.0	0.000132698976059	0.0	0.000131068974632	0.0	0.0	0.00121232966616	0.0	0.0	0.000413483929723	0.0	0.0	0.0	0.0	0.0	0.0	9.555795074e-05	0.0	0.0	0.000128636652605	0.0	0.0	0.0	0.0	0.000103299992031	6.78155992671e-05	0.0	0.0	0.000154042798224	0.00018768202643	0.0	0.0	0.0	0.000151226113725	0.0	0.0	6.3582998875e-05	7.95018063473e-05	0.0	0.000260612729484	0.0	0.000392541661697	0.0	0.0	0.0	0.0	0.0	0.000386279312823	0.000825809293107	0.0	0.000154288376547
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.69314373231e-05	0.0	0.0	0.000195702995915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__OPB41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.79211785618e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6870909828e-05	0.0	0.000147203123136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Rubrobacteria	0.0	0.000241881221603	0.0	0.000733092117582	0.0	0.0	6.82667378663e-05	0.0	0.0	0.0	0.0	0.00660581276386	0.0	0.000146807068597	0.000416450729251	0.000187725749293	0.000762569575017	0.000222853286131	0.0	0.0	0.000220489326479	0.00318969695513	0.000286742800397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000682477208105	0.0	0.0	0.0	0.000409173765757	0.0	0.0	0.000231684714247	5.08125603891e-05	0.0	0.000103606582126	0.00107996929184	0.0	0.0	0.0	0.0	0.00107947762211	0.0014549939202	0.00663607469324	0.0	0.0	0.0	0.000553427535582	0.000179000524997	0.000187135837003	0.000357825835618	0.0	0.000123162809576	0.000262137949264	0.0	0.000121516930563	0.0	0.0	0.00360764762396	0.00130936577746	0.0	0.0	0.000177242848233	0.000522116683134	9.92212197335e-05	0.000795610377601	0.00033445282759	0.0	0.00126800502137	0.000557425494621	0.000461191912982	0.0	0.000199456517925	0.0	0.000103299992031	0.000169538998168	0.0	0.0	0.0	0.00018768202643	0.00230720914214	0.000769689857748	0.0	0.000302452227451	0.000158482350017	0.0	0.000222540496062	7.95018063473e-05	0.0	0.000521225458968	0.000587852331494	0.00024533853856	0.0	0.0	0.000594200952396	0.000494163927581	0.000557089551956	0.00482849141029	0.00252904096014	0.0	0.000578581412053
k__Bacteria;p__Actinobacteria;c__Thermoleophilia	0.00304473556886	0.00471668382125	0.0114788919435	0.0334778733696	0.00334712209986	0.0	0.00570027261184	0.0	0.00576255010771	0.0	0.0	0.00822212865289	0.0	0.00220210602896	0.0111480656753	0.0087292473421	0.0106759740502	0.003974216936	0.00324866973218	0.0	0.00452003119282	0.0229030699401	0.00722070506455	0.0	0.000300158673165	0.0	0.0	0.0139905589415	0.0	0.0	0.0	0.0	0.0313370784722	0.0	0.0	0.0	0.00956837113769	0.0	0.0	0.0040110416154	0.0023119714977	0.00213710392023	0.00512852581525	0.00639341820772	0.0	0.00258558689655	9.2066286411e-05	0.0	0.00991414973991	0.0170442144938	0.0515131265756	0.0	0.0	0.0	0.00230594806493	0.00510151496242	0.00238598192179	0.010785893045	0.00345017337753	0.00275063608052	0.00589810385843	0.00161156901739	0.00668343118098	0.0229704568326	0.0	0.00422610150235	0.0116464640205	0.00111769856758	0.00386212832931	0.00327899269232	0.000870194471889	0.00347274269067	0.0041769544824	0.00821798376364	0.00295301362114	0.0110422103944	0.00510258721999	0.00149887371719	0.000655336965426	0.00777880419908	0.00122048678902	0.00604304953382	0.000983326189373	0.0	0.00153772485539	0.00302950836507	0.00966562436113	0.0111165531394	0.00793742665802	0.0108619797223	0.0101825583242	0.0005433680572	0.000855280596652	0.00311556694487	0.00159003612695	0.00238459614184	0.00534256095442	0.00583653386269	0.0187929320537	0.00273907217988	0.0	0.0124782200003	0.00507641125606	0.00628715351493	0.0337028700438	0.0400001376349	0.00427461416463	0.00921873049871
k__Bacteria;p__Armatimonadetes;c__0319-6E2	0.000186412381767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000195702995915	0.0	7.34964421597e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000101362062483	5.08125603891e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000143224633667	0.0	0.0	0.0	0.0	0.0	0.0	0.000102235953034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.57908151271e-05	0.0	0.0	0.0	8.6870909828e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.9584221708e-05	0.0	0.0	9.29263948833e-05	0.000154288376547
k__Bacteria;p__Armatimonadetes;c__Armatimonadia	0.0	0.000120940610801	0.0	0.00452073472509	0.00035499779847	0.0	0.000409600427198	0.0	0.000813120567346	0.0	0.0	0.00846808976644	0.0	0.0	0.00567013685212	0.0026281604901	0.0012391755594	0.000631417644038	0.000978514979573	0.0	0.000367482210799	0.0044969498056	0.0008862959285	0.0	7.50396682913e-05	0.0	0.0	0.000566781705518	0.0	0.0	0.0	0.0	0.00147870061756	0.0	0.0	0.0	0.000377698860698	0.0	0.0	0.000477849723134	0.000508125603891	0.0	0.000129508227658	0.000604782803433	0.0	0.000637028655672	0.0	0.0	0.00235780638514	0.00644354450376	0.00229159413867	0.0	0.0	0.0	0.0	0.0	0.000140351877752	0.000817887624269	0.000442329920196	0.000328434158868	0.000720879360475	0.0	0.00139744470148	0.00025522729814	0.0	0.00103075646399	0.00702922680529	0.0	0.00335096428573	0.000620349968817	0.0	0.000545716708534	0.0004641060536	0.0	0.000710910686572	0.00147933919159	0.000514546610419	0.0	0.0	0.00039891303585	0.000244097357805	0.000206599984062	0.000135631198534	0.0	0.000256287475899	0.000154042798224	0.0	0.00167797028519	0.00129885163495	0.000313703385482	0.00010081740915	4.52806714333e-05	9.86862226906e-05	6.3582998875e-05	0.000278256322216	0.0	0.000955580008108	0.000671831235994	0.0	0.0	0.0	0.00108936841273	0.000853555874912	0.0010345948822	0.000241424570514	0.000929035454746	0.000604021566741	0.000771441882737
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes	0.0	0.0	0.0	0.000733092117582	0.0	0.0	0.0	0.0	0.000848473635492	0.0	0.0	0.000210823811613	0.0	0.0	0.000864936129984	0.00075090299717	0.00104853316565	0.0	0.0	0.0	0.000220489326479	0.00230076501682	0.000286742800397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000227492402702	0.0	0.0	0.0	9.44247151746e-05	0.0	0.0	0.000390967955292	0.000203250241556	0.0	5.18032910631e-05	0.000259192630043	0.0	0.0	0.0	0.0	0.00133514337472	0.0041571254863	0.000572898534668	0.0	0.0	0.0	0.0	0.0	0.0	0.000306707859101	0.0	0.0	0.0	0.0	0.000425309256972	0.0	0.0	0.0	0.000620225894584	0.0	0.000170388014528	0.00026586427235	0.0	0.0	0.0	0.0	0.000218741749714	0.00105667085114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000154042798224	0.0	0.00068167542836	0.000384844928874	0.000117638769556	0.000151226113725	0.0	0.0	0.000190748996625	7.95018063473e-05	0.0	0.0	0.000209947261248	0.000196270830848	0.0	0.0	0.000198066984132	0.000179695973666	0.000636673773664	0.000193139656411	0.0	0.000139389592325	0.000540009317916
k__Bacteria;p__Armatimonadetes;c__OPB50	0.0	0.0	0.0	0.000244364039194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.08125603891e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__SHA-37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000109370874857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000104873142825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.6870909828e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__SJA-176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.08125603891e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.53744983125e-05	0.0	7.81834800602e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000103226161638	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia]	0.0	0.000483762443205	0.0	0.0	0.0	0.0	0.000136533475733	0.0	0.000565649090328	0.0	0.0	0.00147576668129	0.0	0.000146807068597	0.00288312043328	0.0033555977686	0.0	0.000445706572262	0.000508827789378	0.0	0.00011024466324	0.000784351710279	5.21350546177e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000511857906079	0.0	0.0	0.0	0.0	0.0	0.0	0.000115842357124	5.08125603891e-05	0.00028119788424	0.000155409873189	0.000323990787553	0.0	0.0	0.0	0.0	0.00034088767014	0.00041571254863	0.000620640079224	0.0	0.0	0.0	0.0	0.000179000524997	9.35679185015e-05	0.000255589882584	0.000132698976059	0.000123162809576	0.000131068974632	0.0	0.000121516930563	0.0	0.0	0.000979218640789	0.00048239791801	0.000149026475677	0.00107912409201	0.0021269141788	0.0	0.000644937928268	0.0013923181608	0.00028667385222	0.0	0.000634002510683	0.0	0.0	0.0	0.0	9.7638943122e-05	0.0	6.78155992671e-05	0.0	0.0	0.000205390397632	0.000281523039644	0.000838985142597	0.000481056161092	0.000313703385482	0.000151226113725	0.0	0.0	9.53744983125e-05	0.000357758128563	0.0	0.0	0.000251936713498	0.0	0.0	0.0	0.000742751190495	0.000179695973666	7.9584221708e-05	0.000482849141029	0.000567743889011	0.000185852789767	0.000385720941368
k__Bacteria;p__BRC1;c__PRR-11	0.000621374605889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.94918482396e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.29498101164e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000524611834083	0.0	0.0	0.0	0.0	9.54830891113e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025522729814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000146458414683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000477790004054	0.0	0.0	0.000639116841972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.000103562434315	0.00032250829547	0.00058866112531	0.0	0.000233284267566	0.0	0.00295026085479	0.0	0.000975744680815	0.0170713201821	0.0	0.000333804368387	0.0	0.0	0.000331024938636	0.000195547655513	0.0283644108174	0.0	0.00045794501044	0.0	0.000894206712943	0.000217875475077	0.0020289225422	0.0	0.0	0.0	0.0	0.0177333069056	0.0	0.0	0.0	0.0	0.12127619988	0.0	0.0	0.0	0.00139853494809	0.0	0.0	0.000227823302343	0.000295559726263	0.000299944409856	0.000288371653584	0.000305271319828	0.0	0.00133026572214	0.0	0.0	0.000161921643317	0.00138570849543	0.00373975432353	0.0	0.0	0.0	0.000415070651687	0.000313250918745	0.000810921960346	0.000199360108416	0.0002255882593	0.000540547886471	0.0026759915654	0.00118778605355	0.000984287137563	0.000382840947209	0.0	0.000386533673996	0.00022971329429	0.0	0.000160922013721	0.0	0.127970799036	0.0	9.94512972001e-05	0.000689609877841	0.000763773276086	0.000165545100012	0.0020481813687	9.22383825963e-05	4.68097832447e-05	0.00889132833239	0.0101560774004	0.0200746317847	0.000174060038119	0.0	0.000199334703477	0.000539149793784	0.151578260612	0.000485912228421	0.000886746856947	0.000529374463001	0.00129214312728	1.81122685733e-05	0.0001206164944	0.000111270248031	0.000243805539465	0.00053164766441	0.000622574853767	0.000263133900764	0.0	0.000821721653963	0.000593926613296	0.000544684206363	0.000251574363132	0.000378025053113	0.00260416636728	0.00193549053072	0.000176560150278	0.000372863576656
k__Bacteria;p__Bacteroidetes;c__Cytophagia	0.0095691689307	0.0165487069113	0.0449589934455	0.0348218755852	0.0570278606257	0.0	0.0304185206143	0.0	0.0480035743635	0.0170713201821	0.0	0.0601023549605	0.0	0.0173477019392	0.0869741330706	0.0699943278143	0.0859797195832	0.0514914898344	0.0306209954274	0.105485232068	0.0565187640208	0.0482986353152	0.0763126861966	0.0	0.115998820567	0.0	0.0	0.00813878642046	0.0	0.303797468354	0.067998889814	0.0195448834287	0.0169007897507	0.0626594459115	0.0482259731312	0.0	0.0223366909563	0.0	0.0804828973843	0.0393984683342	0.0427587695674	0.0834407855169	0.0601047684559	0.0540452632615	0.0	0.00781921447943	0.000510200670528	0.0830737279335	0.0747348871273	0.123154842532	0.0304670623506	0.0238000793336	0.0	0.0	0.00731754185936	0.0119930351748	0.026970952508	0.0254652719681	0.0520843481031	0.0462407926173	0.0289771658082	0.00326292986236	0.0453460679219	0.00374333370605	0.0	0.0465644232607	0.0260609732373	0.0128535335271	0.037939731235	0.0321252662423	0.0298960145231	0.0474277430326	0.026023089434	0.031374860493	0.0470750473865	0.0375558431676	0.071886449364	0.0481465140823	0.0961082866319	0.0320681757153	0.00694050154025	0.00475179963343	0.0904773120222	0.0	0.128222048012	0.0132647965137	0.00641246923635	0.0500856651273	0.0411784073895	0.0475848822853	0.0208944080464	0.0194593685485	0.0327638259333	0.0290839234021	0.046230300391	0.0694334455835	0.0591590895929	0.0507932407379	0.0514393135848	0.00687050605119	0.000879891278958	0.0552854469458	0.0574652749118	0.0626659425766	0.0233618509401	0.0248172896939	0.0833859516753	0.0543802240506
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia	0.00124274921178	0.00375587785766	0.000441495843982	0.00160872992469	0.00423884276031	0.0	0.00727040758277	0.0	0.00201512488429	0.0	0.0	0.000421647623225	0.0	0.00220210602896	0.000576624086656	0.000805656340714	0.00891253190801	0.0983216317671	0.0389970836526	0.0	0.00426891834878	0.00751234638067	0.00202023336643	0.0	0.00443984704057	0.0	0.0	0.00135232126229	0.0	0.0	0.0	0.0	0.000132703901576	0.0	0.0	0.0	0.0025442214922	0.0	0.0	0.00187519815594	0.00202826803553	0.00224020981111	0.00350967296952	0.00215633868605	0.0	0.00400953330335	0.00368265145644	0.0	0.00100372480652	0.000554283398173	0.00109805552478	0.0	0.0	0.0	0.000737903380776	0.00241650708746	0.00226902202366	0.00388496621528	0.00362710534561	0.00258641900109	0.00718694877564	0.00216865460364	0.00249109707655	0.000701875069884	0.0	0.00213881966278	0.00125193745388	0.00178831770812	0.000643688054885	0.000457877357937	0.0103553142155	0.114451676963	0.0534053465965	0.00214209072909	0.00332669744357	0.010311346389	0.00215823717148	0.00450622931642	0.00475119299934	0.00258185381536	0.00735546704852	0.00175609986453	0.00378071965914	0.0	0.00302561603492	0.00349163675975	0.000125121350953	0.00108368914252	0.0117137175226	0.00245080769908	0.00297411356993	0.00144520809658	0.00172700889709	0.00120807697862	0.00225917633037	0.00228686679176	0.00482133549545	0.00198050249777	0.00121033679023	0.00463359710429	0.00427297202344	0.00231903427254	0.00350407148648	0.0022349902263	0.00360527358635	0.00280431072451	0.00225346507592	0.00201217757747
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia	0.00339684784553	0.0139484837791	0.0103015696929	0.00537600886227	0.0226691451309	0.0	0.00841956433685	0.0	0.0117843560485	0.0	0.0	0.00182713970064	0.0	0.00486094516022	0.00961040144427	0.0104500667106	0.00972276208147	0.0108950495442	0.0093937438039	0.042194092827	0.0229798875819	0.00292824638504	0.0114001986097	0.0	0.0399461167537	0.0	0.0	0.00342057731049	0.0	0.0	0.0	0.0	0.00140286981666	0.0	0.0289355838787	0.0	0.0106175346396	0.0	0.0	0.00733668261782	0.0166157072472	0.025045358223	0.0190290755838	0.0117356663047	0.0	0.0249315528769	0.00130427239082	0.0	0.00865475918078	0.0181527812902	0.00372384047534	0.0	0.0	0.0	0.00356653300708	0.0112173662332	0.0140663770814	0.00933755037707	0.0208779722333	0.0142321468843	0.00921851788244	0.00262626062092	0.016242763052	0.00272242451349	0.0	0.00316098648956	0.00344569941436	0.00397403935139	0.0134417211461	0.00856673766462	0.0118346448177	0.0144532243412	0.00499466514827	0.00805872051241	0.0220200028046	0.0045436846599	0.0146074065513	0.0169103701427	0.0403812396791	0.0056734298432	0.00387301141051	0.00681779947406	0.0389487591791	0.0	0.022809585355	0.00403934448677	0.0021270629662	0.00482416456993	0.0184725565859	0.0183777899995	0.0104514047486	0.0081203337437	0.00868438759677	0.00754518253316	0.0247780629782	0.0260872211801	0.0190536862223	0.0149202520327	0.0147530241188	0.0284254824001	0.0010118749708	0.00805472402136	0.0222523514056	0.0196573027619	0.00766120637099	0.00564303016957	0.0296435199678	0.0107744716289
k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.97741547732e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi]	0.0	0.000806270738675	0.0	0.00268800443113	0.0	0.0	0.000614400640797	0.0	0.000282824545164	0.0	0.0	0.00323263177806	0.0	0.00019574275813	0.000961040144427	0.000797834434493	0.000381284787509	0.000445706572262	0.000782811983659	0.0	0.000367482210799	0.00428778934952	0.000625620655412	0.0	0.0	0.0	0.0	0.00011932246432	0.0	0.0	0.0	0.0	0.00147870061756	0.0	0.0	0.0	0.00069244791128	0.0	0.0	0.000405448249932	0.0	0.0	0.000259016455315	0.000691180346781	0.0	0.0	0.0	0.0	0.00124992145718	0.00332570038904	0.00190966178223	0.0	0.0	0.0	0.00110685507116	0.000716002099989	0.0	0.0	0.0	0.000492651238302	0.00117962077169	0.0	0.000972135444507	0.0	0.0	0.00226766422077	0.00344569941436	0.000298052951354	0.000227184019371	0.0	0.00023205185917	0.0	0.0	0.00076446360592	0.000328112624572	0.00126800502137	0.000600304378822	0.0	0.0	0.0010637680956	0.0	0.0	0.0	0.0	0.0	0.000410780795264	0.000563046079289	0.00293644799909	0.00125074601884	0.000392129231852	0.000403269636601	0.0	0.0	0.000572246989875	0.000318007225389	0.0	0.0	0.000503873426995	0.000588812492545	0.0	0.0	0.00138646888892	0.00062893590783	0.000557089551956	0.00135197759488	0.00113548777802	0.0005575583693	0.000540009317916
